Year,Time,Bib,Name,Country,Gender,Club
2019,NP,Y309,Gurpreet SINGH,IN,,BATHINDA RANDONNEURS CYCLING CLUB
2019,NP,R158,Jaspreet SINGH,IN,,LUDHIANA RANDONNEURS
2019,NP,L116,Sukhjit SINGH,IN,,DELHI RANDONNEURS
2019,NP,I189,Chokdee SIRIKANPAI,TH,,INDIVIDUEL THAILAND
2019,NP,L226,Murali SONTENAM,IN,,MUMBAI RANDONNEURS
2019,NP,D025,Tor Gudbrand STØEN,NO,,VEST CK
2019,NP,U092,Paul STRICKLAND,GB,,AUDAX UK
2019,NP,N113,Cornelius STROHM,DE,,ARA HAMBURG/NORDDEUTSCHLAND
2019,NP,I284,Jianying SUN,CN,,RUC BRM GUANGDONG CENTER
2019,NP,L236,Pokkrong SUWANNACHOT,TH,,AUDAX TRANG
2019,NP,Y295,Nils SWETLIK,DE,,ARA BRANDENBURG BERLIN
2019,NP,J208,Sakchai TANTACHAROENKIT,TH,,HATYAI CYCLING GROUP
2019,NP,J218,Jun TAY,MY,,SEATTLE INTERNATIONAL RANDONNEURS
2019,NP,G216,Armin TE GROTENHUIS,DE,,ARA NIEDERRHEIN
2019,NP,A071,Alex TELITSINE,US,,SEATTLE INTERNATIONAL RANDONNEURS
2019,NP,U192,Toshihiko TOKESHI,JP,,AUDAX JAPON
2019,NP,A128,Peter TONÉR,SE,,CK DISTANS
2019,NP,M174,Witoon TONGGAMKAEW,TH,,INDIVIDUEL THAILAND
2019,NP,L215,Gilbert TORRES,US,,PENNSYLVANIA RANDONNEURS
2019,NP,H314,Denis TROHEL,FR,,Vélo Passion Laval
2019,NP,J163,Athanasios TSIONARAS,GR,,INDIVIDUEL GRECE
2019,NP,G094,Akihiko TSUMURA,JP,,RANDONNEURS TOKYO
2019,NP,U046,Toshimitsu TSUTSUI,JP,,AUDAX JAPON
2019,NP,T056,Shannon TURNER,AU,,A.A. VICTORIA
2019,NP,C076,Hans UITTENBOOGAARD,NL,,TCZ '80
2019,NP,J051,Giancarlo VAGNINI,IT,,RANDONNEUR RAVENNA
2019,NP,W012,Roef VEERMAN,NL,,RANDONNEURS NEDERLAND
2019,NP,A118,Davide VEGGETTI,IT,,TEAM GLD GC SERIATE
2019,NP,Y091,Paolo VENTURA,IT,,RANDONNEUR VERONA
2019,NP,M121,Jenniever VERANA,PH,,MEN OF AUDAX
2019,NP,D039,Wannes VERMAERKE,BE,,INDIVIDUEL BELGIQUE
2019,NP,D093,Jeanick VITRY,FR,,Cyclo Club ChaVélotais
2019,NP,X008,Simon WARD,NZ,,A.A. TASMANIA
2019,NP,Y134,Horst WATZL,AT,,AUDAX RANDONNEURS AUTRICHE
2019,NP,L201,Richard WOLF,US,,SEATTLE INTERNATIONAL RANDONNEURS
2019,NP,L218,Carlos Augusto WOLFF,BR,,LES GAUCHOS RANDONNEURS
2019,NP,D186,John WOOD,GB,,ILKLEY CC
2019,NP,B050,Rachel WOOD,US,F,SEATTLE INTERNATIONAL RANDONNEURS
2019,NP,Y169,Guangming WU,CN,,RUC BRM GUANGDONG CENTER
2019,NP,G137,Shiao Yann WU,TW,F,RANDONNEURS DE MACAO
2019,NP,M237,Barbara WYATT,GB,F,AUDAX UK
2019,NP,J276,Zhitong XU,CN,,RUC BRM SHANGHAI CENTER
2019,NP,Z127,Wenxiong YANG,CN,,RUC BRM GUANGDONG CENTER
2019,NP,Q134,Svetlana ZAITSEVA,RU,F,VELO CLUB VESTLAND RANDONNEUR (KALININGRAD)
2019,NP,E085,Wyacheslav ZHIRNOV,RU,,OURAL-MARAFON (EKATERINBOURG)
2023,41:46,A169,DEHAAN Nicolas,US, ,DETROIT RANDONNEURS
2023,42:36,B118,BALOH Marko,SI, ,RANDONNEURS SLOVENIJA
2023,42:36,B102,ZOTTER Severin,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,43:18,B087,WÜTHRICH Simon,CH, ,INDIVIDUEL SUISSE
2023,43:45,B211,GALUDEC David,FR, ,Membre Individuel 56 FFCT
2023,43:50,B233,STOTTMEISTER Carsten,DE, ,RV PFEIL TÜBINGEN
2023,43:57,D256,STEFFEN Rick,DE, ,INDIVIDUEL ALLEMAND
2023,44:00,A034,POUILLET Stéphane,FR, ,Team Flixecourt 80
2023,44:31,C212,HUBBERT Sascha,DE, ,INDIVIDUEL ALLEMAND
2023,44:32,B208,LE ROY Marc,FR, ,Membre Individuel 29 FFCT
2023,44:32,B229,TANNÉ Lucas,FR, ,Cyclos Landernéens - Landerneau
2023,44:32,B228,TANNÉ Samuel,FR, ,Cyclos Landernéens - Landerneau
2023,45:14,A003,NAP Lennart,NL, ,RANDONNEURS NEDERLAND
2023,45:56,F111,ECKSTEIN Hajo,DE, ,ARA RHEINLAND
2023,46:04,B094,SNEIS Kenneth,NO, ,RANDONNEURS NORGE
2023,46:17,C192,TAX Ken,BE, ,GAMMELSE WIELERVRIENDEN
2023,46:31,B194,REY Tom,DE, ,ARA RHEINLAND
2023,46:47,A071,HAEHNEL Stefan,DE, ,A.R.A.BRANDENBURG BERLIN
2023,46:47,A129,HOLZAPFEL Björn,DE, ,ARA RUHRGEBIET
2023,46:47,A106,McCRAE Lindsay,GB, ,INDEPENDENT UK
2023,46:58,E015,BECKER Lucas,DE, ,Membre Individuel 35 FFCT
2023,47:05,D103,CUKIERSKI Mariusz,PL, ,AUDAX POLAND
2023,47:32,B047,CORTINI OLIVEIRA Lucas,IT, ,AUDAX UK
2023,47:32,A047,TARMEY Nicholas,GB, ,AUDAX UK
2023,47:46,B177,PHILIPPE Patrick,FR, ,Union Vélo Orgerussienne
2023,47:47,A076,ARIAS GONZÁLEZ Javier,ES, ,KINGSTON WHS
2023,47:48,B163,TONEK Maik,CZ, ,RADCLUB BREMEN
2023,48:06,A019,MORENO GARCÍA Juan Pedro,ES, ,RANDONNEURS MURCIA GRUPO DEP.
2023,48:11,C104,HUBER Dai,CH, ,INDIVIDUEL SUISSE
2023,48:27,B130,BOCQUET Christophe,FR, ,UCS Cyclo Cosne-sur-Loire
2023,48:27,B054,WELCH Daniel,GB, ,INDEPENDENT UK
2023,48:41,A005,MARTIN Michael,CA, ,BC.RANDONNEUR CC (VANCOUVER)
2023,48:42,A064,MOSER Martin,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,48:42,A067,SCHAULAND Ben,US, ,SEATTLE INTERNATIONAL RANDONNEURS
2023,48:48,C168,DRÖLL Martin,DE, ,INDIVIDUEL ALLEMAND
2023,48:51,F149,WÜSTEFELD Jonas,DE, ,INDIVIDUEL ALLEMAND
2023,49:04,A158,GRIGENAS Rimas,LT, ,AC HACKNEY
2023,49:05,A074,MOROZOVAS Tomas,LT, ,LITHUANIA RANDONNEURS
2023,49:06,A008,BLOCK Carsten,DE, ,A.R.A.HAMBURG/NORDD
2023,49:06,C216,LORANT Simon,FR, ,Vélo Sport Quimpérois
2023,49:12,B216,MINGANT Michel,FR, ,Amicale Cycliste de Gouesnou
2023,49:20,C236,CASIER Stefaan,NL, ,N8RID(D)ERS
2023,49:25,A162,PILLINGER Alexander,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,49:25,A161,SCHARLER Franz,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,49:27,E170,VESTERGAARD Poul,DK, ,ARD COPENHAGEN
2023,49:34,D242,QUÉRÉ Jean-Jacques,FR, ,La Landivisienne Cycliste
2023,49:34,E186,ROPERT Gaëtan,FR, ,Vélo Sport Ploermel
2023,49:36,E157,CHAUVEL Alain,FR, ,Membre Individuel 35 FFCT
2023,49:37,B098,LE TUMELIN Julien,FR, ,Vannes Cyclo Randonneurs
2023,49:48,A027,HÖNECKE Rainmar,DE, ,ARA WESERBERGLAND
2023,49:52,A168,BOTTI Paolo,IT, ,SPORTISSIMO TOP LEVEL
2023,49:55,A131,CRITZMANN Lars,DE, ,INDIVIDUEL ALLEMAND
2023,50:11,E098,DRON Stéphane,FR, ,UC Verescence - Mers les Bains
2023,50:19,B246,EBNER Gerd,AT, ,AUDAX UK
2023,50:34,A042,DELAIS Steven,FR, ,La Pédale Horpéenne
2023,50:34,A202,LE RICHOMME Thierry,FR, ,La Pédale Horpéenne
2023,50:39,A094,KRISTIANSEN Lars Espen,NO, ,RANDONNEURS NORGE
2023,50:39,A098,SOLBERG Ole Asbjørn,NO, ,RANDONNEURS NORGE
2023,50:42,E053,FEY Jonathan,US, ,ROCKY MOUNTAIN CYCLING CLUB
2023,50:46,B082,DANIEL Théo,FR, ,Groupe de Touristes Rouennais
2023,50:47,B181,CABON Alban,FR, ,Membre Individuel 29 FFCT
2023,50:52,B235,GERBIER Estelle,FR,F,Non Licencié 44
2023,51:03,E064,MOYSAN Arnaud,FR, ,Dynamic Bike Locminé
2023,51:28,C034,ÁLVAREZ MARTINEZ Miguel,ES, ,INDEPENDIENTE ESPAGNE CA
2023,51:31,C073,PINSON Élie,FR, ,Espoir Cycliste Pays de Guichen
2023,51:33,B117,TEMMEN Martin,DE, ,INDIVIDUEL ALLEMAND
2023,51:39,A060,McBRIDE Ian,NZ, ,AUDAX UK
2023,51:40,C102,FAVREAU Jean,FR, ,Union Sportive Saint Herblain
2023,51:43,A061,ACHILLI Andrea,US, ,EL GRUPO
2023,51:50,B204,HÉLOURY Nicolas,FR, ,Pignon Cycle Club
2023,51:52,C064,GUSCHIGK Fabian,DE, ,A.R.A.HAMBURG/NORDD
2023,52:05,A253,GOASMAT Olivier,FR, ,Membre Individuel 56 FFCT
2023,52:05,A219,LIGNEAU Julien,FR, ,Pignon Cycle Club
2023,52:11,A073,VAN BATENBURG Nicole,NL,F,JAN VAN ARCKEL
2023,52:14,A025,STINDL Thomas,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,52:29,A036,BEAUDOUIN Christophe,FR, ,Cyclo Club Mayennais - Mayenne
2023,52:31,F097,DELOGE Jérôme,BE, ,BE INDIVIDUEEL
2023,52:33,A017,SKREBELS Juris,LV, ,AUDAX.LV
2023,52:37,A035,MORAN Denis,FR, ,Vélo Club Challandais - Challans
2023,52:41,D019,ALVAREZ Frédéric,FR, ,ASV VTT Vienne en Val (UFOLEP)
2023,52:46,A024,HURSTI Jani,FI, ,KAUPIN KANUUNAT
2023,52:47,A159,DUPOUY Patrick,FR, ,Cyclo de Messei
2023,53:02,B148,LECHTSCHEWSKI Martin,DE, ,ARA DRESDEN
2023,53:06,D223,HUBERT Enguerrand,FR, ,Team Chatou Cyclisme
2023,53:18,E212,BELZ Jean-Marie,FR, ,Non Licencié 38
2023,53:21,E004,KAISER Gregor,DE, ,A.R.A.BRANDENBURG BERLIN
2023,53:23,C241,SANZ GARCIA Julian,ES, ,INDEPENDIENTE ESPAGNE CA
2023,53:24,C235,VILLA Ziortza,ES,F,INDEPENDENT SPAIN
2023,53:26,C047,LE RUYET Gérard,FR, ,Membre Individuel 56 FFCT
2023,53:35,C167,BARBE Rémi,FR, ,Non Licencié 73
2023,53:37,A165,GALÉA Paul,FR, ,Team Cyclosportissimo
2023,53:37,B120,NOÉ Isabell,DE,F,INDIVIDUEL ALLEMAND
2023,53:40,118,VOIRIN Marc-Antoine,FR, ,Non Licencié 54
2023,53:45,E201,MARSTON Kyle,US, ,SAN FRANCISCO RANDONNEURS
2023,53:47,C161,RENAUD Jérôme,FR, ,Sans licence 95
2023,53:49,A193,OMOTE Toshiya,JP, ,AUDAX RANDONNEURS KANAGAWA
2023,53:50,A006,WALRAVEN Daniël,BE, ,RANDONNEURS.BE
2023,53:52,A058,BOCKSHECKER Thomas,DE, ,A.R.A.BRANDENBURG BERLIN
2023,53:54,A236,ESSEX Rohan,AU, ,A.A.VICTORIA
2023,53:58,C243,EDER Alexander,AT, ,INDIVIDUEL AUTRICHE
2023,53:58,C031,KÖRNER Christoph,DE, ,AUDAX SUISSE
2023,53:58,C010,PILZ Johannes,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,53:59,C094,SCHNEIDER Florian,AT, ,SAN FRANCISCO RANDONNEURS
2023,54:01,A016,FOX Philip,US, ,PANIAGUA RACING
2023,54:02,A063,TOMPKIN Frederick,US, ,RANDONNEURS USA
2023,54:03,B239,GÉRARD Samuel,FR, ,Non Licencié 44
2023,54:04,B103,LE DREN Tom,FR, ,Mozac Cyclo Club - Riom
2023,54:08,A120,COSYN Joris,BE, ,RANDONNEURS.BE
2023,54:11,B129,NOBLET Nicolas,FR, ,Cyclo Club Châteaubourg
2023,54:13,B066,POLETTO Massimiliano,US, ,AUDAX SUISSE
2023,54:14,B064,WALSH James,US, ,SEATTLE INTERNATIONAL RANDONNEURS
2023,54:24,A115,CARDONA Sherry,CO,F,INDIVIDUEL HOLLANDE
2023,54:24,A116,TEWES Gereon,DE, ,INDIVIDUEL HOLLANDE
2023,54:27,A179,MESPLEDE Jérôme,FR, ,Union Sportive Tyrosse
2023,54:28,A015,ROY Matthew,US, ,NEW ENGLAND RANDONNEURS
2023,54:36,D224,SIBLET Sébastien,FR, ,Team Cyclistes Echappées
2023,54:41,A012,SPENCER-JONES Jonathan,GB, ,RAPHA CYCLING CLUB
2023,54:45,A014,BARKMAN John,GB, ,AC HACKNEY
2023,54:45,A018,STEWARD Graham,GB, ,AUDAX CLUB BRISTOL
2023,54:46,A066,SCHWARZ Günter,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,54:48,D120,GARTHWAITE Matthew,GB, ,INDEPENDENT UK
2023,54:48,D121,HAYWARD Oliver,GB, ,INDEPENDENT UK
2023,54:50,58,VITVAR Tomas,CZ, ,CZECH RANDONNEURS
2023,54:51,A062,ALUNURM Alo,EE, ,INDEPENDANT ESTONIA
2023,54:51,D165,FAVREAU Raphaël,FR, ,Non Licencié 44
2023,54:51,A107,McINNES Tim,GB, ,RAPHA CYCLING CLUB
2023,54:51,A146,TURBAN Michaël,FR, ,Membre Individuel 35 FFCT
2023,55:01,B020,GRAHAM Christopher,US, ,INDEPENDENT
2023,55:18,B055,BROWN David,GB, ,AUDAX UK
2023,55:23,B081,PFAFF Klaus,DE, ,ARA BREISGAU
2023,55:34,C209,VAN MEAD Nicholas,GB, ,LONDON PHOENIX
2023,55:35,A171,VON HAMMERSTEIN Leonard,DE, ,ARA RUHRGEBIET
2023,55:36,B024,WILLIAMS Kevin,US, ,SAN FRANCISCO RANDONNEURS
2023,55:39,A244,CLAASEN Marco,NL, ,INDIVIDUEL HOLLANDE
2023,55:42,B245,THURNER Patrick,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,55:44,E135,WELSH Timothy,US, ,INDEPENDENT UK
2023,55:45,E253,APRELEV Alexander,US, ,SAN FRANCISCO RANDONNEURS
2023,55:46,A089,ANDERSSON Per,SE, ,TEAM KUNGÄLV
2023,55:52,A209,HOPPER Toby,GB, ,CARDIFF AJAX
2023,55:53,C144,BODIN Jean-Luc,FR, ,Non Licencié 53
2023,55:56,A192,BEA LAZARO Alfonso,ES, ,INDEPENDIENTE ESPAGNE CA
2023,55:57,A101,KNEIDINGER Peter,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,55:58,X104,STANDAERT Kristof,BE, ,SPORTVRIENDEN - BIKESLIPPERS
2023,56:09,A011,MARIONNEAU Nicolas,FR, ,Vélo Club Challandais - Challans
2023,56:10,B188,MARCHEWKA Lukasz,PL, ,AUDAX POLAND
2023,56:14,B073,CAMPAN Nicolas,FR, ,Cahors Cyclisme
2023,56:14,B077,CHAYRIGUES Samuel,FR, ,Cahors Cyclisme
2023,56:14,D075,DELAMOTTE Jean-Bernard,FR, ,Club Olympique Pacéen
2023,56:14,C057,VELTEN Jan,DE, ,ARA OSTFALEN
2023,56:15,C055,BENTON Richard,GB, ,ARA OSTFALEN
2023,56:20,C135,MERLET Bertrand,FR, ,ESSA Cyclo Saint-Avé
2023,56:28,B002,POUSSOT Benoît,FR, ,AC Banlieue Est (Le Perreux)
2023,56:29,G087,SHARMA Sanjeev,IN, ,DELHI RANDONNEURS
2023,56:29,B125,SRAJEK Frank,DE, ,INDIVIDUEL ALLEMAND
2023,56:33,D194,PONCE RUIZ Franco Edgardo,CL, ,INDEPENDANT CHILI
2023,56:35,C080,COHAN Christophe,FR, ,Espoir Cycliste Pays de Guichen
2023,56:42,D155,ROUMIER Jean-François,FR, ,Amicale Cycliste de Gouesnou
2023,56:50,A242,LACOMME Jean-Claude,FR, ,Cyclo Loisirs Evreux
2023,57:01,B191,DENISE Vincent,FR, ,Membre Individuel 38 FFCT
2023,57:10,B215,LANDURE Éric,FR, ,Amicale Cycliste de Gouesnou
2023,57:11,B178,REGEHEIM Joakim,SE, ,STOCKHOLM CK
2023,57:12,D060,THÉODIN Yann,FR, ,Non Licencié 35
2023,57:14,D076,TEISSIER Jean-Baptiste,FR, ,Audax Club Parisien
2023,57:15,W011,FUJISAKI Kenji,FR, ,Membre Individuel 75 FFCT
2023,57:20,C093,NICHOLS Nathaniel,US, ,SAN FRANCISCO RANDONNEURS
2023,57:21,C146,FONTAINE Pierre-Yves,FR, ,Sans licence 75
2023,57:21,C149,MABILEAU Adrien,FR, ,Sans licence 75
2023,57:25,A174,KYNMAN Florian,SE, ,CYKELINTRESSET
2023,57:25,A095,MIFUNE Masahiko,JP, ,RANDONNEURS TOKYO
2023,57:25,D192,PICONE Giosuè,IT, ,BICITALIAUDAX
2023,57:26,A127,EWEMAN Magnus,SE, ,RANDONNEUR STOCKHOLM
2023,57:26,A125,KÄLLSTRÖM Magnus,SE, ,RANDONNEUR STOCKHOLM
2023,57:26,A128,LYSHÖI Rasmus,SE, ,RANDONNEUR STOCKHOLM
2023,57:27,Z006,JAGASITS Tamás,HU, ,RANDONNEURS HUNGARY
2023,57:32,C158,CASTERET Steve,FR, ,Non Licencié 64
2023,57:34,J042,FERRI Michele,IT, ,FILIPPELLI VECCHIA PARMA
2023,57:37,C015,HEALEY Simon,GB, ,ANDOVER WHS
2023,57:41,B168,LE GUÉVEL Joël,FR, ,Cyclo Rand. Caudanais
2023,57:41,B166,TSENG Yuan Sheng,TW, ,RANDONNEURS BULLPENS & BLUEDEVILS
2023,57:44,B184,JENSEN Lars,NO, ,INDEPENDENT NORWAY
2023,57:44,B029,SCHRIEFER Thomas,DE, ,INDIVIDUEL ALLEMAND
2023,57:49,X062,MARCHAND Pierre-Alexandre,FR, ,Non Licencié 61
2023,57:49,Y144,MESLE Ludovic,FR, ,Union Cycliste Pays d'Argentan
2023,57:50,A246,BECKER Johannes,DE, ,INDIVIDUEL ALLEMAND
2023,57:54,B250,HERRIG Andreas,DE, ,INDIVIDUEL ALLEMAND
2023,57:55,B034,BIANCHINI Paolo,IT, ,MARLIA BIKE
2023,57:55,B035,FONTANINI Cesare,IT, ,RANDONNEUR LUCCA
2023,57:59,A070,WALSH Mick,US, ,SEATTLE INTERNATIONAL RANDONNEURS
2023,58:00,E037,ALEONAR March Mcquinn,PH, ,ARTISTIQUE MD
2023,58:01,A037,BREHIER Hugues,FR, ,Entente Cycliste Montgeron Vigneux (FFC)
2023,58:01,D208,LUEF Andreas,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,58:02,C191,NDONGUE Robert,FR, ,US Métro Transports
2023,58:04,47,HÖSCHLER Peter,DE, ,ARA RHEINLAND
2023,58:08,D134,RAMOS Mateo,US, ,ROCKY MOUNTAIN CYCLING CLUB
2023,58:11,D236,HICKSON Alex,GB, ,
2023,58:12,D167,SCHEFFEL Jörg-Ingo,DE, ,ARA MÜNCHEN /BAYERN
2023,58:20,D205,BIGOT Paul,FR, ,PL Paul Bert
2023,58:30,C051,BROWN Anthony,AU, ,MATADOR RACING
2023,58:30,C038,JONES Nicholas,GB, ,MATADOR RACING
2023,58:30,C046,SMITH Daniel,SG, ,MATADOR RACING
2023,58:31,B248,SVENSSON Patrik,SE, ,INDEPENDENT SWEDEN
2023,58:34,C153,CHAPELLE Mathieu,FR, ,Objectif VTT Lillebonne
2023,58:34,C023,NIELSEN Per,DK, ,HISINGENS CK
2023,58:34,C134,STALIN Jehan,FR, ,Association Cycliste de Montivilliers
2023,58:36,C060,POMMIER Jean-Paul,FR, ,UC Percheronne - Mortagne au Perche
2023,58:38,E161,VAN BOUCHAUTE Bart,BE, ,BE INDIVIDUEEL
2023,58:39,C180,KEREBEL Bertrand,FR, ,Cyclo Club de Guipavas
2023,58:40,C076,MAISALA Tuomas,FI, ,INDIVIDUEL FINLANDE
2023,58:41,C092,TOONE Brian,US, ,FRIENDS OF THE GREAT SMOKIES
2023,58:42,B252,CLARKE David,GB, ,MERCIA CC
2023,58:42,W114,CULLUM Chris,CA, ,BRITISH COLUMBIA
2023,58:42,W250,LEE Matthew,CA, ,BC.RANDONNEUR CC (VANCOUVER)
2023,58:42,C013,WOECKINGER Stephan,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,58:43,B019,URBANKE Ben,DE, ,ARA LEIPZIG
2023,58:46,Y047,LUCAS Rob,GB, ,AUDAX UK
2023,58:46,A135,WEICHSELBAUM René,AT, ,AUDAX RANDONNEURS AUSTRIA
2023,58:47,C175,ALDERSON Paul,GB, ,SOUTH WESTERN RC
2023,58:47,C147,GUILLO Joël,FR, ,Non Licencié 56
2023,58:47,C088,PAYSANT-LE ROUX Thomas,FR, ,Ultracycling Aventure
2023,58:48,D170,GENEVÉE Jérémie,FR, ,Membre Individuel 35 FFCT
2023,58:48,D139,MALLE Sébastien,FR, ,US Changé Vélo
2023,58:48,B110,ZOSCHKE Fabian,DE, ,INDIVIDUEL ALLEMAND
2023,58:48,B075,ZOSCHKE Sebastian,DE, ,A.R.A.HAMBURG/NORDD
2023,58:49,E127,FELBER Michael,DE, ,ARA BREISGAU
2023,58:51,B119,MILLERTSON Fredrik,SE, ,ÖREBROCYKLISTERNA
2023,58:52,B080,COSTA Éric,FR, ,Vélo Sport Cyclo Hyèrois - Hyères
2023,58:53,D178,SKÅR Even,NO, ,RANDONNEURS NORGE
2023,58:53,D235,WRIGHT Jack,GB,N,RONDE CC
2023,58:54,B164,NELSON Phil,GB, ,AUDAX UK
2023,58:55,D064,KRISTIANSEN Petter,NO, ,HASLE LØREN SYKKEL
2023,58:55,D034,SANDVE Arve,NO, ,TEAM FOSS
2023,58:57,Z038,WIJNANTS Tim,BE, ,RANDONNEURS.BE
2023,59:01,B161,BASKERVILLE Jamie,GB, ,DULWICH PARAGON
2023,59:01,C100,FIBICH Jonathan,DE, ,ARA WESERBERGLAND
2023,59:02,B152,DELVECCHIO Alessandro,IT, ,ASD SPORT BIKE
2023,59:02,C089,ZARZA AGUADO Alejandro,DE, ,INDIVIDUEL ALLEMAND
2023,59:03,W140,CAPRON Nicolas,FR, ,Cyclos Randonneurs Béthunois
2023,59:05,C114,BAKX Bas,NL, ,INDIVIDUEL HOLLANDE
2023,59:07,Y088,REY Jean-Claude,CH, ,INDIVIDUEL SUISSE
2023,59:07,Y087,SCHNEGG Serge,CH, ,INDIVIDUEL SUISSE
2023,59:09,A145,BRAULT Frédéric,FR, ,Cyclo Club de Guipavas
2023,59:09,Z099,REMMERT Guido,DE, ,INDEPENDENT
2023,59:09,A048,RINGENALDUS Ralf,NL, ,RANDONNEURS NEDERLAND
2023,59:14,E008,SCHRENK Volker,DE, ,ARA NORDBAYERN FRANKISCHE ALB
2023,59:17,A113,NICHOLSON Mark,GB, ,BORDER CITY WHS
2023,59:20,B150,ASHTON Tim,GB, ,ROYAL SUTTON CC
2023,59:20,E264,DEBON Alexandre,FR, ,Stade Valériquais - St Valéry en Caux
2023,59:20,E265,DEBON Vincent,FR, ,Stade Valériquais - St Valéry en Caux
2023,59:20,C145,HAMONIC Mikael,FR, ,Non Licencié 35
2023,59:20,E071,RODOT Florent,FR, ,Non Licencié 21
2023,59:20,B156,WHITE Stuart,GB, ,BEACON RCC
2023,59:21,E224,EON Nicolas,FR, ,Amicale Cycliste Questembert
2023,59:21,E146,THOMAS Lionel,FR, ,Amicale Cycliste Questembert
2023,59:23,A088,VUORI Vesa,FI, ,INDIVIDUEL FINLANDE
2023,59:25,W191,GROSS Clemens,DE, ,INDIVIDUEL ALLEMAND
2023,59:26,W066,PROBST Michael,DE, ,ARA MÜNCHEN /BAYERN
2023,59:28,C044,SIRET Pierre-Yves,FR, ,Membre Individuel 44 FFCT
2023,59:29,H006,GWITE John Khammuanlal,IN, ,DELHI RANDONNEURS
2023,59:32,D228,VORRATH Alexander,DE, ,ARA NIEDERRHEIN
2023,59:33,A220,DURONIO Francesco,IT, ,RANDONNEUR L'AQUILA
2023,59:33,D132,VELOTTI Betty,FR,F,US Crestoise
2023,59:34,A198,IHRMAN Niels,NL, ,RANDONNEURS NEDERLAND
2023,59:34,A213,PERSIA Giovanni,IT, ,ULTRACYCLING ITALIA
2023,59:35,B255,CHILMAN Tom,GB, ,INDEPENDENT UK
2023,59:35,A142,MATTIUZZI Giuseppe,IT, ,RANDONNEUR TREVISO
2023,59:36,B180,MANNESSIER Rodolphe,FR, ,Cyclos Randonneurs Béthunois
2023,59:39,A130,BELL Shelton,ZA, ,INDEPENDENT UK
2023,59:41,W184,BRETAUD Matthieu,FR, ,Vélo Club Ancenien
2023,59:43,D036,COCOZZA Mario,NO, ,AUDAX CLUB OSLO (IK HERO)
2023,59:43,C177,NÄTHE Oliver,DE, ,ARA WESERBERGLAND
2023,59:47,C004,DÉNIEL Christian,FR, ,Cyclo Club de Guipavas
2023,59:47,C189,GARO Noah,FR, ,Cyclo Club de Guipavas
2023,59:47,C254,KERVEC Lionel,FR, ,Cyclo Club de Guipavas
2023,59:47,Z024,KLOSE Julian,DE, ,ARA WESERBERGLAND
2023,59:47,C020,LE ROUX Benoît,FR, ,Membre Individuel 22 FFCT
2023,59:47,E060,POTTIER Hugo,FR, ,Non Licencié 53
2023,59:47,C005,SENANT Bruno,FR, ,Cyclo Club de Guipavas
2023,59:48,B059,ESNAY Stéphane,FR, ,Non Licencié 56
2023,59:49,A227,DIANYU Tian,CN, ,RUC BRM SHENZHEN
2023,59:54,B134,RENAUD Lionel,FR, ,CycloT Ville de Sceaux
2023,59:54,G292,TÖNNISHOFF Anne,DE,F,AUDAX RAND.ALLEMAGNE
2023,60:01,A030,COGEN Jean-Luc,FR, ,CycloT Ville de Sceaux
2023,60:02,B132,GODET Joseph,FR, ,Olymp. Club Montauban de Bretagne Cyclo
2023,60:04,C111,RICHTER Michael,DE, ,ARA BREISGAU
2023,60:05,C174,HEINE Jan,US, ,SEATTLE INTERNATIONAL RANDONNEURS
2023,60:07,B005,LORANS Bruno,FR, ,Membre Individuel 56 FFCT
2023,60:11,D185,TUFFIN Bruno,FR, ,Membre Individuel 35 FFCT
2023,60:15,X225,WAECKEL Thomas,FR, ,Non Licencié 67
2023,60:17,C154,LEROY Steven,FR, ,Association Cycliste de Montivilliers
2023,60:18,A049,STAHLHUT Tom,DE, ,ARA RUHRGEBIET
2023,60:19,B151,MOESGAARD Jan,DK, ,AUDAX RAND. DANEMARK
2023,60:20,C148,STALIN Laurent,FR, ,Comité FSGT 76 Le Havre
2023,60:28,B099,KNUDSEN Hugh,GB, ,GS HENLEY
2023,60:28,4,SCHENKER Ronald,DE, ,ARA MÜNCHEN /BAYERN
2023,60:31,W121,LEMIRE Patrice,FR, ,Cyclos Pornic Côte de Jade
2023,60:31,W122,POULIQUEN Erwan,FR, ,Club Cyclo de Gap
2023,60:32,A040,FAVREAU Thierry,FR, ,Amicale Cyclo Versaillaise
2023,60:34,B147,HANSEN Henrik Dam,DK, ,A.R.D. AUDAX RAND. DANEMARK
2023,60:44,C244,ALONSO NAVA Xabier,ES, ,INDEPENDENT SPAIN
2023,60:54,A009,KOONTZ Jeff,US, ,RANDONNEURS USA
2023,61:08,C139,CHAPELLE Frédéric,FR, ,UCP Morlaix
2023,61:08,Z053,CHWAŁA Paweł,PL, ,KS AQUILA PELETON WADOWICE
