Year,Time,Bib,Name,Country,Gender,Club
1931,68:30,,Alexis COTTARD,FR,,Audax Club Parisien
1931,68:30,,Gaston RUARD,FR,,Audax Club Parisien
1931,68:30,28,Julien TRANCHANT,FR,,Gambetta Cyclotourisme
1931,69:20,,André DUGARD,FR,,
1931,70:35,,Louis COINTEPAS,FR,,Individuel France
1931,70:55,,Eugène CLAERHOUT,FR,,Gambetta Cyclotourisme
1931,70:55,,Georges MAUPIOUX,FR,,Amis de la Nature
1931,77:08,,Fernand BESNIER,FR,,
1931,77:08,,Émile LIMON,FR,,Audax Club Parisien
1931,79:00,,Pierre BREVET,FR,,Gambetta Cyclotourisme
1931,80:50,,Louis WILLEMIN,FR,,Audax Club Parisien
1931,81:28,,Paul NAUDIN,FR,,Gambetta Cyclotourisme
1931,81:30,,Camille PERTHUIS,FR,,
1931,88:10,,Germaine DANIS,FR,F,Cyclo Club Troyen
1931,88:10,,Jean DANIS,FR,,Cyclo Club Troyen
1931,88:10,,Louis OLLIER,FR,,Audax Club Parisien
1931,88:10,,Jean TERRIER,FR,,
1931,88:30,,Ernest PAILLER,FR,,Audax Club Parisien
1931,88:35,,Juliette PITARD,FR,F,Audax Club Parisien
1931,88:35,,Louis PITARD,FR,,Audax Club Parisien
1931,90:15,,Edmond LESPAGNOL,FR,,
1931,90:25,,Jean Gabriel HUSSON,FR,,Audax Club Parisien
1931,90:25,,Maurice LEGUEULT,FR,,Audax Club Parisien
1931,90:25,,Eugène SEIGNEURAY,FR,,Gambetta Cyclotourisme
1931,90:50,,Maurice TERNAUX,FR,,Audax Club Parisien
1931,91:20,,Jacques GREUX,FR,,CT Parisiens
1931,91:30,,Alexis GORGEON,FR,,Union Audax Cycl. Parisiens
1931,91:30,,Claire GORGEON,FR,F,Union Audax Cycl. Parisiens
1931,91:40,,Charles BELLANTAN,FR,,
1931,91:50,,Étienne DUBOIS,FR,,Union Audax Cycl. Parisiens
1931,91:50,,Georgette DUBOIS,FR,F,Union Audax Cycl. Parisiens
1931,92:00,,Georges ROCHER,FR,,Gambetta Cyclotourisme
1931,92:20,,Ideüs ROËD,FR,,
1931,92:30,,Maurice SCHLAUDER,FR,,
1931,92:55,,Henri JEANNEL,FR,,
1931,93:00,,Paul BLANCHARD,FR,,
1931,93:00,,René FILLIAU,FR,,
1931,93:20,,Gilbert MAURIN,FR,,Gambetta Cyclotourisme
1931,93:25,,Paulette VASSARD,FR,F,Audax Club Parisien
1931,94:00,,Marcel ISAMBERT,FR,,
1931,94:00,,Victor TURPIN,FR,,Gambetta Cyclotourisme
1931,94:10,,André PETITJEAN,FR,,
1931,94:45,,Auguste DESMOTS,FR,,Cyclos de la Sarthe - Le Mans
1931,94:45,,Jules LEGEAY,FR,,Cyclos de la Sarthe - Le Mans
1931,AB,,Léon GIRARDOT,FR,,Audax Club Parisien
1931,AB,,André MAITRE,FR,,Gambetta Cyclotourisme
1931,HD,, GANAYE,FR,,Gambetta Cyclotourisme
1931,HD,,Jeanne MASSON,FR,F,Individuel France
1931,NP,,Raoul MACRON,FR,,
1948,49:20,172,René FOURMY,FR,,Cyclotouristes Grenoblois
1948,49:20,171,Jo ROUTENS,FR,,Cyclotouristes Grenoblois
1948,51:15,197,René BERNARD,FR,,Cyclos Stéphanois
1948,51:15,63,Marcel RAFAITIN,FR,,CO Billancourt
1948,53:40,54,Roger CHÉTIVEAUX,FR,,Cyclos de la Sarthe - Le Mans
1948,53:40,131,Robert COUTELLIER,FR,,US Métro Transports
1948,53:40,23,Jean DEJEANS,FR,,Audax Club Parisien
1948,53:54,174,Paul BILLIOUD,FR,,Cyclotouristes Grenoblois
1948,53:54,173,Marcel GIROUD,FR,,Cyclotouristes Grenoblois
1948,55:48,132,Henri LETRONNIER,FR,,US Métro Transports
1948,57:16,34,Marcel PINEAU,FR,,Union Vélo. Argenteuil
1948,58:02,110,Jacques AUDIBERTI,FR,,VS Nice
1948,58:02,24,Charles PORTHAULT,FR,,Audax Club Parisien
1948,58:51,96,Francis CHAUVET,FR,,C. Ind. Neuville
1948,58:51,97,Raymond MORISSET,FR,,C. Ind. Neuville
1948,58:51,175,Marc VOUHÉ,FR,,Cyclotouristes Poitevins
1948,60:07,119,Gustave BERNARD,FR,,Individuel France
1948,60:57,199,Germain MAYSOUNABE,FR,,Braquet Club Paris
1948,61:29,140,Georges COLLANGE,FR,,Amicale Cyclo Clermontoise
1948,61:56,48,Daniel REBOUR,FR,,Audax Club Parisien
1948,61:56,49,Simone REBOUR,FR,F,Audax Club Parisien
1948,62:47,150,Émilien LEBLANC,FR,,Cyclotouristes Berruyers - Bourges
1948,62:55,205,Georges VIGNAUD,FR,,Cyclotouristes Poitevins
1948,63:23,5,Lionel BRANS,FR,,SC Bois-Colombes
1948,63:23,167,Jean HANRYE,FR,,Cyclos de la Sarthe - Le Mans
1948,63:23,166,Michel OLIVIER,FR,,Cyclos de la Sarthe - Le Mans
1948,66:54,147,Paul CHARREL,FR,,CT Lyon
1948,66:56,62,Marcel GUILLET,FR,,Club Sportif d'Alençon
1948,68:05,198,Léopold GELOT,FR,,VC Vétérans et Ancêtres
1948,68:31,185,Auguste GOUPIL,FR,,CSM Presse
1948,68:36,170,Jean AURE,FR,,Cyclos de la Sarthe - Le Mans
1948,68:36,101,Roger BERTHAUX,FR,,Cyclo Montagnard d'Auvergne
1948,68:37,32,Alfred SURSIN,FR,,AS Touristique
1948,68:48,83,Robert ROUPNEL,FR,,Cyclo Campeurs Parisiens
1948,68:50,12,Fernand AURIBAULT,FR,,Audax Club Parisien
1948,68:50,128,Robert CHARTRAIN,FR,,US Métro Transports
1948,68:50,127,Edmond MARLEUX,FR,,US Métro Transports
1948,68:50,47,André NOËL,FR,,C. Cyclo Xème
1948,68:50,130,Pierre ZENTHNER,FR,,US Métro Transports
1948,69:13,82,Roland BŒUF,FR,,Cyclo Campeurs Parisiens
1948,69:33,103,Jacques CALAMÉ,FR,,Les Cyclotouristes Belfortains
1948,70:40,160,Robert LARGUIER,FR,,Union Cyclo de Touraine - Tours
1948,70:40,184,Jules PELMOINE,FR,,CSM Presse
1948,72:15,20,Michel ENZER,FR,,AC Banlieue Est - Le Perreux
1948,73:13,195,Germain FESAY,FR,,Cyclos Stéphanois
1948,73:13,192,Jacques JACOB,FR,,Amicale Cyclo Briochine - St Brieuc
1948,73:13,196,Maurice NICOLAS,FR,,Cyclos Stéphanois
1948,74:38,164,Edmond SIKORSKI,FR,,Amicale Cyclo Savigny/Orge
1948,74:44,94,René RICHARD,FR,,Cyclotouristes Longjumellois
1948,75:54,98,André CHENARD,FR,,AC Oise
1948,75:54,87,Georges RENET,FR,,Touring Club de France
1948,76:05,85,Roger BESSE,FR,,Cyclo Campeurs Parisiens
1948,76:05,80,Roland DUCARROZ,FR,,Cyclo Campeurs Parisiens
1948,76:05,123,Paul MÉNAGER,FR,,CO Billancourt
1948,76:19,78,Gilbert FONTENETTE,FR,,Cyclo Campeurs Parisiens
1948,76:19,79,Jasmine FONTENETTE,FR,F,Cyclo Campeurs Parisiens
1948,76:48,31,François JEZÉQUEL,FR,,Audax Club Parisien
1948,77:04,104,Fernand RIVIÈRE,FR,,AS Banque de France - Vic le Comte
1948,77:48,8,Pierre MARCHAND,FR,,CSM - Paris XIII
1948,77:53,109,Jacques SCHÉRER,FR,,VC Courbevoie - Bécon
1948,79:05,73,René CANALE,FR,,Saint Denis US
1948,79:05,66,Maurice MORLON,FR,,C. Cyclo Xème
1948,79:37,64,Pierre HÉAS,FR,,Montmartre Sp.
1948,79:37,65,Jean STEIN,FR,,Montmartre Sp.
1948,79:53,138,André CARALP,FR,,Audax Club Parisien
1948,79:53,26,Jacques PASSAYS,FR,,Audax Club Parisien
1948,79:58,76,Jean LHUILLIER,FR,,Cyclo Campeurs Parisiens
1948,79:58,77,Jeanne LHUILLIER,FR,F,Cyclo Campeurs Parisiens
1948,79:58,106,Maurice VERNEYRAS,FR,,Cyclo Club Troyen
1948,79:58,107,Yvette VERNEYRAS,FR,F,Cyclo Club Troyen
1948,80:45,112,Jean GAINCHE,FR,,Individuel France
1948,81:42,61,Raymond LEBRETON,FR,,Club Sportif d'Alençon
1948,81:42,33,Jean MARCHET,FR,,Moret Sportif
1948,82:00,28,Roger ROUY,FR,,AC Banlieue Est - Le Perreux
1948,82:00,29,Georges SERVAIS,FR,,Vincennes CT
1948,83:02,200,Georges POINTU,FR,,AS Cheminots Epernay
1948,83:02,67,Jean POULIZAC,FR,,C. Cyclo Xème
1948,83:19,45,André BIGOT,FR,,CT Boulonnais
1948,83:37,144,Paul BLANCHARD,FR,,Audax Club Parisien
1948,83:37,145,Marcel FRANTZ,FR,,Individuel France
1948,83:37,10,Roger YAFIL,FR,,Audax Club Parisien
1948,84:15,88,Marcel CARPENTIER,FR,,AS Touristique
1948,84:15,89,Henri FICHET,FR,,AS Touristique
1948,84:19,2,Juliette PITARD,FR,F,Audax Club Parisien
1948,84:19,1,Louis PITARD,FR,,Audax Club Parisien
1948,84:21,194,Jean KIENLEN,FR,,Individuel France
1948,85:17,52,Marcel GILLET,FR,,CT Perreux
1948,85:17,53,Odette SEURIN,FR,F,CT Perreux
1948,85:24,93,René HENRIOT,FR,,Cyclo Club Rémois - Reims
1948,85:24,108,René MENZIÈS,FR,,AUDAX ROAD CLUB
1948,85:38,148,Philippe MAILLARD-BRUNE,FR,,Audax Club Parisien
1948,85:38,95,Louis PUCHEUS,FR,,Cyclo Club Béarnais - Pau
1948,85:44,41,Fernand BARDARY,FR,,Champigny CT
1948,85:44,42,Yvonne BARDARY,FR,F,Champigny CT
1948,85:48,35,Nicolas WALKER,FR,,AS Joeuf
1948,85:58,137,Robert AUBÉ,FR,,Union Audax Cycl. Parisiens
1948,85:58,81,Henri FOUGEROLLE,FR,,Cyclo Campeurs Parisiens
1948,86:05,50,Jean THIBAULT,FR,,Audax Club Parisien
1948,86:38,155,Bernard LEFIÈVRE,FR,,Cyclo Club Troyen
1948,86:38,153,Pierre RÉMOND,FR,,Cyclo Club Troyen
1948,86:38,154,André VIVIEN,FR,,Cyclo Club Troyen
1948,86:50,21,Bernard MONNET,FR,,AC Banlieue Est - Le Perreux
1948,86:56,158,André NOURISSAT,FR,,Cyclo Club Troyen
1948,87:07,204,Maurice PERDRIEL,FR,,Cyclos Rand. Rennais
1948,88:08,151,Jean VIBERT-ROULET,FR,,Cyclo Club Troyen
1948,88:09,177,André GRAFFARD,FR,,VC Vétérans et Ancêtres
1948,88:12,152,Paul GONON,FR,,Cyclo Club Troyen
1948,88:12,159,René PROUILLET,FR,,Cyclo Club Troyen
1948,88:28,11,Jean BURCHIELLI,FR,,Audax Club Parisien
1948,88:35,16,François BECK,FR,,Audax Club Parisien
1948,88:55,124,Louis AUBERT,FR,,Saint Denis US
1948,89:06,191,Henri HILLION,FR,,Amicale Cyclo Briochine - St Brieuc
1948,89:10,18,Joseph ESTEVE,FR,,Union Vélo. Argenteuil
1948,89:29,90,Georges CARRÉ,FR,,Gambetta Cyclotourisme
1948,89:29,91,André NONIN,FR,,Gambetta Cyclotourisme
1948,89:32,9,Fernand BINET,FR,,Individuel France
1948,89:41,44,Hélène DUPONT,FR,F,Tandémistes Parisiens
1948,89:41,43,Jacques DUPONT,FR,,Tandémistes Parisiens
1948,89:43,3,Raymond BOUGOT,FR,,Cyclo Club de l'Ouest
1948,89:43,4,Camille HARDOUIN,FR,F,Gambetta Cyclotourisme
1948,89:50,37,André ASTEIX,FR,,Sporting Club Bellevillois
1948,89:53,74,René PYOT,FR,,CT Boulonnais
1948,89:57,202,Marcel LE NET,FR,,Francs-Routiers
1948,90:00,157,Jacques COLLIN,FR,,Cyclo Club Troyen
1948,90:00,156,André SIMON,FR,,Cyclo Club Troyen
1948,90:08,129,Lucien UZE,FR,,US Métro Transports
1948,90:10,84,Pierre ROSSIGNOL,FR,,Cyclo Campeurs Parisiens
1948,90:10,39,Jean VAN DEN BULK,BE,,VÉTÉRANS ANVERS
1948,90:13,7,Pierre DEJEANS,FR,,Audax Club Parisien
1948,90:13,25,Marcel LE LONNÈS,FR,,Audax Club Parisien
1948,90:23,203,René VIGNE,FR,,Gr. Ami. Cyclo Parisien
1948,90:26,75,Edmond GUILLOU,FR,,CT Boulonnais
1948,90:57,36,Joseph OLINGER,FR,,GR Florange
1948,91:05,125,André JEANJEAN,FR,,Union Vélo. Argenteuil
1948,91:21,69,Francis ULLIEL,FR,,AS Touristique
1948,91:22,59,Jacques LE MÉNAGER,FR,,Club Sportif d'Alençon
1948,91:28,15,Louis ANDREYS,FR,,Vincennes CT
1948,91:28,22,Robert GORSE,FR,,Union Vélo. Argenteuil
1948,92:01,117,Jean DUPHIL,FR,,Individuel France
1948,92:12,181,Camille BIÈRE,FR,,VC Granville
1948,92:17,71,René GRÉGOIRE,FR,,Union Vélo. Argenteuil
1948,92:27,58,Jean REY,FR,,VS Nice
1948,92:47,143,Norbert LE GAUYER,FR,,Individuel France
1948,93:17,113,Jacques AUSÉCACHE,FR,,Cyclos Saint-Mauriens
1948,93:17,19,Georges DUJARDIN,FR,,AC Banlieue Est - Le Perreux
1948,93:20,114,Maurice ROCHE,FR,,Cyclos Saint-Mauriens
1948,94:16,120,Jean-Marie CUISSARD,FR,,US Métro Transports
1948,94:41,169,Albert COMODE,FR,,CT Bourguignons
1948,94:41,149,Régis GAILLARD,FR,,Audax Club Parisien
1948,95:58,142,Lucien DUMONT,FR,,Individuel France
1948,95:58,99,Jean GRÈZE,FR,,Cyclo Montagnard d'Auvergne
1948,95:58,100,Jeanne GRÈZE,FR,F,Cyclo Montagnard d'Auvergne
1948,AB,102,Edgard ANDRÉ,BE,,
1948,AB,70,Raymond BACH,FR,,Individuel France
1948,AB,60,Jean BIARD,FR,,Cyclo Alençonnais - Alençon
1948,AB,55,Jacques BION,FR,,Audax Club Parisien
1948,AB,56,Lucette BION,FR,F,Audax Club Parisien
1948,AB,134,Silvio BORSETTI,IT,,
1948,AB,139,Norbert BOUGUET,FR,,Union Audax Cycl. Parisiens
1948,AB,178,André CABARDOS,FR,,Cyclo Montagnard d'Auvergne
1948,AB,187,Salvador CARDONA,FR,,Cyclo Club Béarnais - Pau
1948,AB,189,Joseph CAULFUTY,FR,,VC Vétérans et Ancêtres
1948,AB,162,Robert CAVÉ,FR,,
1948,AB,193,Roger CHARLOT,FR,,Cyclo Club Rémois - Reims
1948,AB,188,Eugène CHASSIN,FR,,E.S.J.
1948,AB,168,Marcel COUILLANDRE,FR,,Groupe Nivernais Cyclo
1948,AB,115,Marcel DARSY,FR,,Cyclos Saint-Mauriens
1948,AB,6,Roger DEPIGNY,FR,,V.C. Fez
1948,AB,190,Hervé ÉLIÈS,FR,,Amicale Cyclo Briochine - St Brieuc
1948,AB,14,Alfred GADECEAU,FR,,Audax Club Parisien
1948,AB,30,Jean GUYOMARCH,FR,,US Métro Transports
1948,AB,40,André HAAS,FR,,Audax Club Parisien
1948,AB,57,Alex JODER,FR,,
1948,AB,92,Emmanuel LAY,FR,,
1948,AB,183,Guy LEIDIER,FR,,Cyclo Touriste Carcassonnais
1948,AB,141,Roger LEJOU,FR,,Union Audax Cycl. Parisiens
1948,AB,163,Marcel LEMAIRE,FR,,
1948,AB,105,Pierre LEPEINTRE,FR,,Moto Cycle Normand
1948,AB,72,Lucien LEURS,FR,,Union Vélo. Argenteuil
1948,AB,146,André MARLEUX,FR,,Audax Club Parisien
1948,AB,86,Henri MATHOT,FR,,Montmartre Sp.
1948,AB,135,Gaston MIGNOT,FR,,Bois Colombes Sports
1948,AB,161,Robert MILLET,FR,,Cyclotouristes Berruyers - Bourges
1948,AB,182,Louis MONTEBRUN,FR,,Cyclos Rand. Rennais
1948,AB,133,Léonce MOYEKENS,FR,,Union Vélo. Argenteuil
1948,AB,111,Charles ODEN D'HAL,FR,,VC Colpo
1948,AB,136,Louis OLLIER,FR,,Audax Club Parisien
1948,AB,27,Henri PAPON,FR,,Vincennes CT
1948,AB,201,Raoul PETOUILLE,FR,,VC Vétérans et Ancêtres
1948,AB,116,André POIRIER,FR,,Individuel France
1948,AB,122,André POTEL,FR,,Audax Club Parisien
1948,AB,51,André POUGET,FR,,Touring Club de France
1948,AB,176,André RANGDÉ,FR,,Union Audax Cycl. Parisiens
1948,AB,180,Joseph ROBERT,FR,,
1948,AB,179,Marie-Thérèse ROBIN,FR,F,Cyclo Montagnard d'Auvergne
1948,AB,126,Marcel ROUBEIX,FR,,US Métro Transports
1948,AB,186,Henri ROUSSEAU,FR,,Union Cyclo de Touraine - Tours
1948,AB,68,Jean ROZO,FR,,A.S. des Leclerc
1948,AB,17,René SAMPAGNAY,FR,,Audax Club Parisien
1948,AB,38,Claude SAUVAGE,FR,,VC Courbevoie - Asnières
1948,AB,121,Roger SUSS,FR,,Individuel France
1948,AB,13,François THOREAU,FR,,Audax Club Parisien
1948,AB,118,Raymond TILLOU,FR,,
1948,NH,165,Henri DERAIN,FR,,Amicale Cyclo Savigny/Orge
1948,NH,46,René GARDELLE,FR,,CT Boulonnais
1951,47:54,2,René FOURMY,FR,,Cyclotouristes Grenoblois
1951,47:54,2,Jo ROUTENS,FR,,Cyclotouristes Grenoblois
1951,48:25,53,Roger CHÉTIVEAUX,FR,,Cyclos de la Sarthe - Le Mans
1951,48:25,189,Robert COUTELLIER,FR,,US Métro Transports
1951,48:59,305,René DEBERNE,FR,,Cyclotouristes Grenoblois
1951,48:59,305,Jean JASSERAND,FR,,Cyclotouristes Grenoblois
1951,49:26,335,Marcel GILLET,FR,,US Métro Transports
1951,49:26,335,Odette SEURIN,FR,F,US Métro Transports
1951,51:19,141,Georges BLANC,FR,,Vélo Touriste Lyonnais - Lyon
1951,51:19,426,Jacques DUMOULIN,FR,,VC Courbevoie - Asnières
1951,51:19,143,Henri LETRONNIER,FR,,US Métro Transports
1951,51:19,68,Georges MASSON,FR,,CT Lorrains
1951,52:28,318,Jacques AUDIBERTI,FR,,Ass. Vélocipéd. Amateurs Niçois
1951,52:48,430,Pierre MIRATE,FR,,VC Courbevoie - Asnières
1951,54:27,3,Marcel RAFAITIN,FR,,US Métro Transports
1951,54:45,428,Roger BAUMANN,FR,,Champigny CT
1951,55:00,59,René ANDRIEU,FR,,Cyclos Montpelliérains - Montpellier
1951,55:00,254,Marcel DHUIME,FR,,Club des Amis Cyclos - Chateauroux
1951,55:00,420,Henri GOURDON,FR,,US Métro Transports
1951,56:30,51,Fernand BALAVOINE,FR,,Cyclos de la Sarthe - Le Mans
1951,56:45,56,Louis CAMIZON,FR,,Péd. des Chartreux
1951,56:45,19,Raymond CHOUZENOUX,FR,,AS Crédit Foncier France
1951,57:55,248,Jean LHEUILLIER,FR,,Individuel France
1951,57:55,31,Louis TRAPAT,FR,,Union Vélo. Argenteuil
1951,57:58,27,Paul BOULET,FR,,VC Courbevoie - Bécon
1951,57:58,37,Fernand DELALEUX,FR,,Union Vélo. Argenteuil
1951,57:58,170,Roger GIANESELLO,FR,,Cyclo Aix les Bains
1951,58:15,6,Marcel MARCHALOT,FR,,Audax Club Parisien
1951,58:40,30,Aline PERRET,FR,F,CT Lyon
1951,58:40,30,Georges PERRET,FR,,CT Lyon
1951,59:10,191,Pierre BRUNDALLER,FR,,Champigny CT
1951,59:27,46,Guy COULEBAUD,FR,,Cyclo Rand. Parisiens
1951,59:35,137,Roland BŒUF,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,59:35,228,Michel ESNEAU,FR,,Union Cyclotouriste Nantaise - Nantes
1951,59:35,229,Serge GERNIGON,FR,,Union Cyclotouriste Nantaise - Nantes
1951,59:45,79,Jacques TRASLÉGLISE,FR,,US Audonienne
1951,59:47,81,René RICHARD,FR,,Cyclotouristes Longjumellois
1951,60:15,77,Albert ORY,FR,,Saint Denis US
1951,60:35,75,René CANALE,FR,,Saint Denis US
1951,60:35,67,René RÉGIS,FR,,Vélo Club Annecy
1951,60:52,57,Maurice PERDRIEL,FR,,Cyclos Rand. Rennais
1951,61:47,268,Georges NOIZET,FR,,Cyclo Club Rémois - Reims
1951,62:03,62,René DUTOIT,FR,,Cyclo Doullens
1951,62:03,285,Eugène MAQUET,FR,,CR Indépendants Vignacourt
1951,62:36,149,Henri ROUX,FR,,US Métro Transports
1951,62:36,144,André TRIOLET,FR,,US Métro Transports
1951,62:36,425,Lucien VERRIER,FR,,VC Courbevoie - Asnières
1951,62:57,276,Roger MEUCCI,FR,,CT Bourguignons
1951,63:15,42,André YOT,FR,,Gr. Ami. Cyclo Parisien
1951,63:31,301,Robert DEVILLERS,BE,,ROYAL GUIDON BOITSFORT
1951,63:33,65,André CANNET,FR,,Cyclo Randonneur Coutançais
1951,63:38,395,André CARALP,FR,,Audax Club Parisien
1951,63:49,26,Jacques RINCHE,FR,,AS Touristique
1951,63:54,334,Georges THANRON,FR,,AS Police Paris
1951,64:12,224,André CADIOU,FR,,Union Cyclotouriste Nantaise - Nantes
1951,64:16,223,Joseph BOCHEREAU,FR,,Union Cyclotouriste Nantaise - Nantes
1951,64:16,197,Maurice LAMBERT,FR,,AS Air France
1951,64:16,76,Guy MOREIRA,FR,,Saint Denis US
1951,64:16,55,Robert RODDIER,FR,,AS Banque de France - Vic le Comte
1951,64:16,80,Henri VIALARD,FR,,Cyclotouristes Longjumellois
1951,64:45,177,René ROUSSIEAU,FR,,CT Bourguignons
1951,64:45,176,Pierre TRICRI,FR,,CT Bourguignons
1951,65:38,447,Robert GORGUET,FR,,Union Rand. Picards - Amiens
1951,65:38,419,André YZABEL,FR,,Cyclo Randonneur Coutançais
1951,66:20,351,Jean GAMBERINI,FR,,AC Banlieue Est - Le Perreux
1951,67:00,88,Georges THIRRIOT,FR,,Rand. Charleville
1951,67:20,272,René HENRIOT,FR,,Cyclo Club Rémois - Reims
1951,67:20,413,Jean-Marie WATREMEZ,FR,,Les Cyclotouristes Belfortains
1951,67:20,427,Gilbert ZABERN,FR,,VC Courbevoie - Asnières
1951,67:25,460,Maurice BÉRANGER,FR,,US Riom
1951,67:29,163,Marcel POMMERET,FR,,CT Bourguignons
1951,67:57,270,André ADET,FR,,Cyclo Club Rémois - Reims
1951,67:59,125,Désiré GREUET,FR,,Cyclo Campeurs Parisiens
1951,68:05,284,Marcel COUILLANDRE,FR,,Groupe Nivernais Cyclo
1951,68:05,199,Marcel GAUTHIER,FR,,VC Vétérans et Ancêtres
1951,68:05,243,Pierre SÉVIN,FR,,Union Cyclo de Touraine - Tours
1951,68:12,217,Raymond TOUCHARD,FR,,Cyclos de la Sarthe - Le Mans
1951,68:13,412,Edmond SALEL,FR,,CT Vichy
1951,68:18,214,Eugène HALAY,FR,,Cyclo Club Vexin - St. Ouen L'Aumône
1951,68:18,433,Maurice LAGADRILLIÈRE,FR,,Union Audax Cycl. Parisiens
1951,68:18,353,Gilberte SANNIER,FR,F,AC Banlieue Est - Le Perreux
1951,68:18,354,Jacques SANNIER,FR,,AC Banlieue Est - Le Perreux
1951,68:26,341,Adrien NORMANT,FR,,Cyclo Campeurs Parisiens
1951,68:45,155,Jean CASSEGRAIN,FR,,C. Ind. Neuville
1951,68:45,453,Michel GAUVAIN,FR,,Véloce Club Havrais - Le Havre
1951,68:49,187,Michel BERTIN,FR,,US Métro Transports
1951,68:49,153,Jean-Marie CUISSARD,FR,,US Métro Transports
1951,68:49,146,André MÉRIL,FR,,US Métro Transports
1951,68:49,152,Maurice MITTARD,FR,,US Métro Transports
1951,68:49,190,Marcel ROUBEIX,FR,,US Métro Transports
1951,69:00,474,Michel ENZER,FR,,AC Banlieue Est - Le Perreux
1951,69:34,63,André MAUVIGNANT,FR,,AS Cheminots Epernay
1951,69:48,411,Jean LEBRETON,FR,,CT Vichy
1951,69:50,208,François BECK,FR,,Audax Club Parisien
1951,69:55,90,Jean BERGER,FR,,CT Lyon
1951,69:55,99,Jacques LE GALL,FR,,Cyclos Rand. Rennais
1951,69:55,275,Louis SALLE,FR,,CT Bourguignons
1951,69:58,83,Émile CASTILLE,FR,,CO Billancourt
1951,70:03,24,Pierre GOAS,FR,,VC Courbevoie - Asnières
1951,70:03,12,Alfred LEGEAY,FR,,CO Billancourt
1951,70:08,252,Constant QUESNEL,FR,,Cyclo Club Rennais - Rennes
1951,70:52,407,Pierre ANDRIEU,FR,,Amicale Cyclo Clermontoise
1951,71:15,399,Claude GIRARDOT,FR,,Individuel France
1951,71:35,452,Edmond COGNARD,FR,,Véloce Club Havrais - Le Havre
1951,71:35,451,Jean-Claude ÉTU,FR,,Véloce Club Havrais - Le Havre
1951,71:35,370,Charles FACCHINA,FR,,Individuel France
1951,71:42,61,René MANIABAL,FR,,Cyclos Montpelliérains - Montpellier
1951,71:42,289,Jacques QUERMEUR,FR,,Cyclos de la Sarthe - Le Mans
1951,71:42,218,Céneré RENAULT,FR,,Cyclos de la Sarthe - Le Mans
1951,71:42,287,Didier THOUIN,FR,,Cyclos de la Sarthe - Le Mans
1951,71:48,111,Raymond RASTELLO,FR,,Saint Denis US
1951,71:52,397,Christian CHARTIER,FR,,Audax Club Parisien
1951,71:53,160,René LEGRAND,FR,,Cyclos Rand. Rennais
1951,72:00,60,Marcel CHAILLOT,FR,,Cyclos Montpelliérains - Montpellier
1951,72:00,103,André CHARRENTON,FR,,Cyclo Doullens
1951,72:00,102,Henri LEVERS,FR,,Cyclo Doullens
1951,72:05,201,Jacques MORILHAT,FR,,Individuel France
1951,72:08,207,Marcel BERGEAU,FR,,Audax Club Parisien
1951,72:20,306,Armand BOURGEOIS,FR,,Cyclotouristes Auxerrois
1951,72:20,227,Paul DAUFOUY,FR,,Union Cyclotouriste Nantaise - Nantes
1951,72:20,232,Claude LE GUERNIC,FR,,Union Cyclotouriste Nantaise - Nantes
1951,72:22,192,Robert DEBARLE,FR,,Vincennes CT
1951,72:22,114,Robert DESPLANQUES,FR,,AS Pierrefitte
1951,72:22,421,Joseph DUCHESNE,BE,,VC DE ZWALUW - ANVERS
1951,72:22,317,Yves RIVIÈRE,FR,,Club Omnisports Merger - Grenoble
1951,72:52,38,Daniel BOURGEOIS,FR,,Union Vélo. Argenteuil
1951,72:52,108,Robert LACROIX,FR,,Union Vélo. Argenteuil
1951,73:31,89,Williams MATTHEY-DORET,FR,,Club Omnisports Merger - Grenoble
1951,73:53,131,Lolo BERGER,FR,,12 de France
1951,73:53,130,Henri REYNAUD,FR,,12 de France
1951,75:25,34,Lucien LEURS,FR,,Union Vélo. Argenteuil
1951,75:25,434,E. PAMART,FR,,Amicale Sportive Simca
1951,75:40,358,Raymond BEFFORT,FR,,Cyclos Saint-Mauriens
1951,76:35,179,Paul BAL,FR,,CT Bourguignons
1951,76:35,9,Pierre VINCENT,FR,,Audax Club Parisien
1951,76:35,8,Robert VINCENT,FR,,Audax Club Parisien
1951,76:43,70,Léa BOULVRAIS,FR,F,Union Vélo. Argenteuil
1951,76:43,70,Robert BOULVRAIS,FR,,Union Vélo. Argenteuil
1951,76:43,355,Maxime GONTIER,FR,,Union Vélo. Argenteuil
1951,77:02,253,Guy BATTEUX,FR,,Cyclo Club Rennais - Rennes
1951,77:02,159,André COLLON,FR,,Individuel France
1951,77:02,246,Guy LAURY,FR,,Union Cyclo de Touraine - Tours
1951,77:02,245,Georges LAVERGNE,FR,,Union Cyclo de Touraine - Tours
1951,77:02,455,René MENZIÈS,FR,,AUDAX ROAD CLUB
1951,77:02,450,Daniel ROBERT,FR,,US Deuil Groslay Montmagny
1951,77:02,467,Raymond THIMONNIER,FR,,Cyclotouristes Poitevins
1951,77:02,468,Marc VOUHÉ,FR,,Cyclotouristes Poitevins
1951,78:00,332,Maurice LAGRANGE,FR,,AS Police Paris
1951,78:45,322,René BOTTON,FR,,Individuel France
1951,78:45,259,André BOUSSIARD,FR,,Versailles Sportif
